field1,field2,field3
-23,-24,1035
-21,-28,1033
-25,-26,1036
-21,-27,1035
-18,-20,1038
-24,-26,1029
-21,-25,1032
-23,-28,1031
-22,-24,1032
-22,-28,1035
-21,-28,1036
-20,-25,1032
-22,-26,1028
-23,-25,1030
-20,-24,1029
-17,-25,1032
-20,-23,1028
-21,-23,1032
-18,-25,1039
-22,-28,1030
-20,-26,1034
-22,-24,1036
-20,-26,1032
-23,-24,1033
-18,-26,1032
-21,-25,1035
-21,-24,1031
-16,-27,1032
-21,-25,1030
-19,-26,1030
-22,-28,1035
-25,-30,1038
-24,-26,1038
-20,-22,1032
-21,-26,1033
-21,-22,1033
-23,-26,1037
-21,-27,1028
-16,-23,1035
-24,-25,1032
-20,-26,1029
-21,-25,1030
-21,-29,1041
-20,-28,1037
-23,-24,1036
-15,-24,1035
-21,-23,1031
-23,-20,1033
-19,-22,1035
-19,-27,1034
-18,-24,1030
-18,-26,1037
-21,-30,1035
-17,-25,1033
-16,-27,1028
-20,-24,1035
-20,-27,1029
-21,-25,1032
-20,-26,1030
-21,-28,1036
-18,-23,1032
-21,-23,1035
-17,-27,1029
-23,-26,1031
-22,-22,1032
-21,-24,1033
-25,-25,1031
-18,-26,1028
-23,-19,1031
-20,-27,1032
-17,-28,1034
-22,-27,1031
-18,-26,1031
-23,-23,1033
-21,-22,1036
-22,-24,1038
-20,-25,1035
-18,-23,1034
-21,-26,1032
-16,-24,1031
-18,-29,1033
-19,-26,1028
-20,-25,1030
-20,-28,1035
-19,-28,1030
-20,-26,1029
-17,-26,1030
-22,-25,1037
-17,-24,1033
-21,-24,1037
-22,-22,1037
-21,-27,1037
-21,-29,1029
-17,-27,1035
-15,-22,1028
-19,-24,1033
-20,-21,1034
-21,-23,1039
-18,-23,1034
-20,-22,1031
-21,-21,1036
-23,-19,1031
-19,-25,1035
-20,-25,1030
-20,-26,1029
-19,-28,1031
-22,-24,1029
-19,-26,1032
-19,-25,1035
-19,-25,1031
-14,-23,1041
-19,-23,1035
-21,-22,1032
-21,-26,1030
-21,-27,1035
-19,-21,1036
-22,-25,1034
-22,-29,1032
-21,-21,1033
-22,-25,1034
-23,-23,1040
-20,-23,1032
-22,-26,1030
-17,-23,1033
-23,-24,1032
-21,-25,1036
-22,-22,1031
-19,-30,1035
-21,-23,1038
-20,-25,1031
-21,-24,1032
-19,-26,1033
-21,-25,1040
-16,-29,1035
-22,-25,1032
-19,-27,1041
-21,-26,1033
-22,-25,1030
-18,-29,1032
-18,-22,1038
-20,-26,1035
-18,-22,1032
-18,-29,1038
-21,-25,1032
-20,-28,1030
-20,-25,1036
-22,-23,1032
-22,-22,1031
-20,-24,1029
-21,-27,1032
-20,-25,1029
-20,-29,1030
-22,-25,1030
-16,-20,1029
-18,-24,1030
-21,-30,1035
-20,-22,1032
-22,-27,1031
-20,-26,1027
-21,-24,1034
-23,-27,1031
-21,-27,1035
-20,-27,1032
-19,-26,1035
-20,-28,1033
-23,-25,1037
-24,-26,1040
-20,-26,1028
-20,-23,1037
-18,-23,1035
-20,-24,1032
-21,-27,1028
-20,-20,1037
-21,-21,1037
-17,-30,1039
-20,-23,1030
-17,-26,1034
-21,-24,1034
-21,-28,1037
-23,-27,1029
-25,-28,1038
-18,-29,1028
-16,-29,1035
-24,-26,1032
-23,-26,1029
-20,-25,1035
-16,-24,1035
-21,-27,1033
-20,-26,1037
-20,-27,1037
-17,-25,1041
-20,-30,1033
-24,-22,1029
-22,-24,1031
-20,-23,1030
-24,-20,1032
-21,-27,1031
-19,-27,1029
-24,-27,1033
-23,-23,1031
-21,-27,1026
-20,-22,1033
-19,-27,1034
-21,-29,1033
-23,-26,1032
-18,-22,1032
-21,-28,1029
-20,-24,1034
-14,-25,1031
-18,-23,1029
-20,-26,1032
-19,-28,1040
-20,-30,1031
-17,-21,1035
-18,-24,1035
-19,-23,1036
-21,-23,1029
-17,-23,1029
-16,-22,1031
-21,-24,1034
-20,-24,1038
-15,-29,1037
-19,-23,1028
-17,-28,1031
-19,-28,1028
-20,-27,1036
-20,-27,1035
-23,-26,1031
-21,-28,1032
-15,-23,1031
-21,-26,1031
-22,-23,1034
-21,-25,1034
-17,-27,1032
-18,-27,1031
-22,-30,1033
-20,-22,1032
-22,-25,1032
-18,-27,1037
-24,-26,1036
-21,-26,1029
-20,-23,1035
-19,-22,1034
-22,-26,1032
-21,-25,1027
-11,-25,1040
-22,-25,1036
-19,-25,1034
-21,-27,1031
-22,-29,1032
-19,-26,1031
-25,-27,1037
-21,-26,1033
-25,-24,1033
-21,-25,1029
-21,-23,1036
-22,-26,1035
-21,-26,1032
-21,-29,1037
-18,-27,1035
-17,-24,1038
-18,-25,1036
-21,-26,1030
-20,-28,1035
-24,-26,1040
-22,-27,1032
-19,-28,1029
-20,-25,1032
-20,-25,1036
-19,-24,1031
-17,-22,1037
-21,-22,1037
-22,-23,1032
-20,-28,1030
-22,-26,1029
-21,-25,1030
-22,-22,1032
-19,-25,1037
-21,-33,1028
-20,-24,1031
-19,-29,1030
-17,-21,1038
-21,-23,1029
-18,-24,1029
-19,-26,1032
-22,-21,1033
-18,-21,1033
-23,-24,1032
-20,-27,1030
-18,-22,1034
-18,-24,1032
-22,-24,1032
-20,-29,1036
-21,-25,1033
-20,-26,1033
-21,-26,1035
-21,-30,1034
-18,-23,1033
-22,-24,1028
-21,-22,1035
-21,-28,1035
-22,-30,1033
-22,-25,1041
-19,-25,1023
-22,-23,1035
-15,-24,1034
-20,-20,1033
-23,-25,1034
-22,-26,1029
-21,-22,1035
-22,-26,1030
-19,-21,1040
-24,-26,1028
-21,-25,1037
-19,-26,1034
-21,-29,1037
-23,-25,1032
-22,-25,1038
-21,-24,1036
-17,-30,1041
-21,-21,1032
-21,-24,1036
-16,-27,1035
-15,-30,1031
-19,-23,1033
-20,-21,1029
-20,-22,1035
-22,-19,1030
-23,-29,1034
-20,-28,1034
-21,-22,1036
-22,-27,1031
-18,-21,1033
-22,-25,1033
-15,-28,1031
-21,-27,1033
-20,-26,1035
-21,-22,1033
-18,-19,1030
-18,-27,1029
-22,-27,1042
-21,-20,1032
-21,-23,1040
-19,-22,1037
-17,-23,1034
-21,-25,1033
-24,-29,1035
-21,-25,1038
-22,-28,1030
-19,-22,1027
-21,-27,1031
-15,-22,1031
-20,-26,1034
-23,-21,1030
-19,-26,1037
-22,-27,1031
-20,-25,1031
-21,-23,1032
-18,-21,1036
-22,-29,1029
-16,-24,1031
-20,-24,1034
-20,-26,1032
-16,-20,1031
-19,-29,1035
-19,-25,1030
-18,-27,1032
-23,-18,1027
-19,-23,1033
-21,-24,1035
-18,-28,1032
-15,-24,1042
-22,-26,1030
-21,-25,1031
-17,-28,1039
-18,-25,1034
-22,-24,1033
-21,-24,1037
-24,-23,1038
-21,-29,1030
-16,-29,1032
-19,-21,1029
-20,-28,1037
-19,-28,1032
-21,-25,1034
-23,-22,1034
-20,-28,1038
-23,-26,1035
-17,-29,1037
-21,-21,1040
-21,-25,1037
-22,-24,1031
-24,-22,1033
-16,-25,1033
-22,-25,1034
-21,-26,1036
-22,-23,1032
-17,-22,1034
-20,-22,1036
-20,-31,1032
-20,-22,1032
-22,-22,1034
-23,-28,1032
-22,-25,1035
-19,-25,1037
-18,-24,1035
-22,-25,1035
-23,-27,1034
-22,-25,1037
-20,-24,1031
-20,-24,1030
-18,-23,1031
-25,-28,1029
-23,-22,1034
-16,-28,1034
-21,-23,1036
-19,-23,1030
-20,-27,1032
-21,-26,1032
-18,-26,1035
-19,-23,1035
-19,-25,1028
-18,-26,1034
-20,-19,1037
-21,-27,1032
-23,-27,1036
-21,-24,1035
-23,-23,1032
-20,-25,1037
-17,-26,1035
-20,-27,1034
-23,-22,1031
-22,-25,1031
-22,-29,1032
-20,-24,1029
-20,-30,1031
-20,-30,1029
-23,-26,1034
-19,-24,1029
-23,-25,1032
-21,-24,1032
-23,-27,1035
-20,-24,1033
-20,-21,1031
-21,-25,1032
-22,-19,1034
-23,-29,1035
-19,-21,1031
-22,-29,1033
-17,-24,1034
-24,-21,1035
-22,-23,1028
-19,-23,1039
-20,-20,1035
-20,-24,1029
-19,-25,1035
-21,-22,1033
-19,-25,1039
-22,-24,1038
-17,-23,1035
-17,-18,1029
-17,-24,1033
-21,-26,1035
-22,-26,1034
-19,-27,1033
-20,-25,1034
-21,-23,1040
-23,-29,1031
-19,-27,1032
-19,-24,1029
-18,-28,1039
-20,-23,1035
-20,-24,1034
-22,-22,1031
-20,-30,1030
-20,-26,1033
-23,-27,1035
-22,-26,1029
-21,-22,1038
-25,-29,1032
-22,-25,1031
-19,-23,1028
-19,-20,1036
-19,-29,1032
-18,-26,1026
6,37,1160
-20,-23,1032
-20,-23,1031
-17,-22,1030
-20,-25,1035
-21,-24,1036
-21,-26,1033
-19,-30,1033
-18,-25,1036
-20,-24,1033
-22,-24,1038
-17,-25,1034
-22,-23,1032
-24,-24,1035
-19,-30,1034
-21,-24,1038
-20,-22,1029
-19,-24,1033
-21,-24,1036
-21,-24,1032
-21,-29,1032
-20,-26,1040
-22,-27,1035
-21,-25,1035
-22,-25,1032
-14,-31,1036
-20,-24,1032
-22,-26,1036
-23,-21,1033
-21,-25,1033
-22,-25,1029
-21,-23,1035
-22,-25,1034
-21,-23,1034
-21,-23,1036
-22,-25,1030
-21,-26,1035
-21,-25,1035
-20,-27,1036
-22,-23,1030
-23,-27,1040
-22,-24,1034
-20,-27,1034
-19,-24,1028
-16,-22,1037
-18,-23,1033
-19,-25,1029
-19,-21,1031
-19,-23,1031
-18,-20,1032
-18,-25,1029
-23,-27,1031
-21,-23,1037
-21,-32,1030
-19,-24,1034
-17,-28,1033
-18,-26,1027
-19,-23,1033
-18,-26,1031
-19,-21,1039
-21,-19,1035
-22,-22,1038
-17,-19,1031
-22,-25,1035
-22,-24,1035
-21,-25,1029
-18,-28,1033
-20,-27,1027
-22,-25,1034
-21,-26,1029
-19,-27,1028
-19,-23,1036
-21,-23,1031
-23,-24,1032
-19,-26,1028
-21,-23,1042
-20,-20,1035
-22,-27,1032
-18,-23,1034
-17,-22,1030
-21,-26,1030
-22,-24,1034
-20,-24,1031
-18,-28,1030
-18,-25,1036
-22,-19,1030
-20,-27,1028
-20,-29,1036
-22,-28,1034
-21,-25,1032
-20,-19,1035
-24,-19,1035
-22,-29,1032
-17,-29,1030
-20,-28,1035
-26,-27,1036
-20,-30,1038
-18,-25,1028
-17,-25,1033
-22,-25,1029
-19,-28,1036
-19,-23,1033
-17,-23,1035
-21,-25,1037
-22,-27,1032
-20,-24,1034
-23,-29,1038
-21,-29,1029
-20,-25,1031
-21,-24,1033
-17,-26,1027
-18,-23,1034
-21,-23,1030
-19,-25,1033
-20,-23,1034
-19,-19,1034
-23,-29,1037
-20,-27,1037
-21,-24,1029
-19,-27,1035
-22,-28,1034
-20,-24,1033
-25,-27,1034
-21,-29,1029
-21,-25,1031
-23,-23,1030
-21,-25,1032
-19,-26,1036
-22,-22,1031
-21,-22,1027
-18,-22,1038
-21,-27,1032
-19,-27,1031
-23,-26,1031
-25,-22,1033
-21,-24,1031
-20,-24,1039
-19,-27,1038
-19,-23,1040
-19,-26,1031
-18,-29,1028
-22,-28,1032
-22,-25,1037
-22,-26,1036
-19,-28,1031
-18,-27,1034
-21,-29,1032
-22,-25,1034
-23,-27,1032
-19,-28,1041
-16,-20,1031
-18,-26,1037
-17,-24,1034
-21,-24,1031
-21,-25,1038
-21,-26,1031
-24,-20,1032
-19,-22,1039
-18,-25,1038
-20,-24,1035
-25,-25,1036
-15,-24,1030
-17,-22,1035
-20,-28,1037
-22,-24,1031
-17,-28,1035
-21,-20,1030
-15,-24,1037
-18,-25,1030
-18,-28,1030
-18,-19,1036
-18,-27,1029
-20,-26,1037
-21,-28,1034
-23,-26,1030
-20,-26,1034
-22,-27,1032
-21,-28,1033
-21,-25,1030
-20,-28,1031
-18,-25,1038
-19,-27,1035
-23,-21,1030
-17,-23,1035
-19,-27,1026
-25,-25,1030
-17,-32,1033
-20,-24,1035
-15,-28,1030
-19,-27,1034
-22,-23,1038
-15,-23,1032
-21,-23,1031
-22,-21,1029
-21,-29,1031
-20,-26,1038
-21,-23,1039
-22,-20,1037
-18,-25,1031
-22,-28,1028
-18,-25,1029
-22,-26,1034
-22,-20,1029
-21,-26,1028
-22,-21,1035
-23,-30,1027
-20,-20,1034
-15,-25,1030
-17,-22,1032
-20,-26,1028
-18,-22,1032
-19,-23,1031
-21,-28,1035
-21,-28,1028
-18,-25,1037
-17,-30,1030
-14,-25,1034
-21,-30,1030
-22,-24,1033
-18,-27,1035
-21,-27,1033
-18,-26,1028
-20,-23,1033
-21,-21,1035
-22,-24,1035
-21,-26,1034
-17,-26,1034
-19,-25,1035
-22,-22,1029
-20,-22,1033
-21,-24,1034
-22,-24,1029
-19,-25,1036
-21,-27,1027
-24,-27,1034
-14,-25,1033
-17,-26,1029
-21,-27,1030
-19,-24,1029
-23,-21,1031
-19,-27,1029
-18,-25,1030
-20,-23,1027
-21,-24,1030
-18,-27,1032
-20,-25,1031
-25,-22,1033
-19,-26,1032
-22,-26,1038
-19,-28,1036
-16,-26,1030
-21,-24,1027
-18,-23,1038
-22,-25,1033
-18,-25,1038
-16,-27,1031
-20,-27,1032
-16,-23,1037
-22,-24,1035
-18,-23,1027
-17,-27,1030
-23,-25,1029
-19,-30,1033
-20,-25,1040
-21,-26,1032
-21,-22,1032
-21,-22,1031
-22,-24,1031
-22,-26,1028
-21,-22,1030
-27,-21,1027
-18,-24,1028
-19,-28,1029
-25,-22,1036
-20,-23,1035
-20,-26,1036
-20,-30,1034
-22,-25,1028
-17,-22,1031
-22,-26,1030
-20,-26,1026
-23,-27,1032
-15,-29,1033
-21,-25,1037
-20,-26,1031
-21,-28,1034
-22,-25,1033
-19,-22,1029
-21,-25,1037
-19,-29,1030
-21,-25,1030
-22,-23,1032
-22,-23,1030
-20,-22,1027
-17,-23,1040
-22,-28,1029
-20,-24,1035
-22,-25,1037
-20,-23,1039
-18,-21,1034
-18,-25,1032
-21,-28,1035
-21,-26,1034
-21,-27,1031
-23,-30,1033
-21,-28,1034
-22,-27,1030
-20,-21,1033
-21,-26,1030
-16,-26,1049
-20,-27,1032
-16,-22,1033
-18,-25,1035
-18,-25,1030
-24,-31,1031
-21,-22,1030
-22,-26,1035
-22,-23,1030
-22,-25,1030
-17,-29,1033
-20,-25,1028
-24,-25,1034
-19,-20,1029
-21,-24,1030
-19,-26,1035
-22,-31,1026
-21,-23,1039
-22,-23,1029
-19,-25,1036
-20,-24,1033
-18,-22,1036
-18,-21,1027
-18,-25,1030
-21,-28,1029
-20,-24,1031
-23,-27,1032
-22,-26,1037
-19,-24,1030
-18,-25,1034
-17,-24,1030
-22,-24,1028
-19,-26,1033
-22,-29,1030
-20,-21,1034
-19,-23,1032
-22,-27,1033
-15,-26,1035
-20,-26,1035
-24,-23,1035
-23,-27,1029
-21,-22,1031
-18,-27,1033
-22,-27,1032
-20,-26,1033
-19,-28,1036
-23,-23,1031
-22,-22,1033
-22,-29,1031
-18,-29,1029
-22,-23,1033
-22,-24,1034
-18,-23,1040
-19,-28,1030
-21,-26,1030
-19,-23,1029
-22,-21,1030
-17,-27,1033
-18,-19,1034
-17,-24,1034
-20,-25,1034
-20,-29,1029
-20,-30,1032
-21,-31,1036
-19,-26,1028
-21,-21,1032
-22,-32,1030
-18,-22,1030
-18,-29,1037
-18,-20,1030
-22,-22,1030
-24,-27,1036
-19,-24,1035
-20,-27,1037
-21,-30,1035
-22,-27,1031
-21,-25,1031
-24,-28,1040
-21,-26,1037
-19,-23,1031
-22,-32,1034
-18,-23,1030
-23,-29,1037
-21,-28,1034
-18,-23,1032
-24,-26,1035
-20,-30,1030
-22,-25,1033
-23,-18,1033
-22,-24,1030
-15,-21,1032
-21,-24,1029
-21,-24,1033
-19,-21,1027
-14,-25,1029
-21,-24,1033
-22,-28,1034
-22,-19,1031
-21,-26,1034
-155,305,-850
29,195,-972
25,190,-975
29,195,-973
32,186,-974
29,190,-971
25,188,-974
27,193,-969
32,189,-970
24,195,-966
32,194,-973
26,186,-972
30,188,-971
26,189,-970
27,195,-972
29,188,-972
30,192,-973
23,188,-977
27,191,-971
29,191,-976
28,194,-974
29,192,-972
28,193,-971
27,190,-980
28,189,-972
28,193,-971
27,191,-971
28,191,-975
29,195,-975
27,194,-974
25,193,-977
26,192,-972
24,189,-973
27,192,-968
32,191,-975
20,192,-973
25,188,-976
27,187,-977
28,191,-968
31,192,-971
29,188,-974
28,192,-974
24,194,-973
29,191,-972
30,190,-977
29,192,-976
26,189,-970
28,191,-974
25,193,-971
29,189,-972
31,188,-973
28,193,-972
25,193,-976
27,188,-974
29,197,-967
26,192,-971
30,189,-976
28,193,-969
28,194,-976
28,196,-972
25,187,-972
29,192,-972
25,193,-969
29,190,-976
29,189,-976
28,188,-975
30,190,-977
31,195,-974
27,189,-973
27,187,-972
28,192,-979
25,189,-973
24,192,-975
31,189,-969
28,192,-971
29,188,-970
29,189,-973
29,188,-970
29,192,-971
28,190,-968
29,186,-980
31,187,-971
32,190,-970
23,190,-970
32,192,-975
31,191,-969
22,191,-974
27,194,-977
27,194,-975
24,192,-976
29,193,-969
24,192,-971
24,187,-967
30,191,-967
29,193,-975
25,185,-968
29,191,-970
28,190,-977
27,195,-976
30,192,-969
25,192,-973
26,187,-972
31,191,-970
23,191,-972
28,191,-978
29,193,-968
25,190,-973
29,187,-973
33,193,-970
29,193,-975
27,190,-973
29,195,-974
29,190,-974
29,190,-979
27,192,-972
32,192,-968
26,190,-977
27,197,-968
32,199,-971
31,186,-972
27,192,-968
27,190,-971
28,187,-971
26,193,-975
28,193,-972
26,193,-972
26,191,-970
25,192,-976
26,189,-975
25,191,-973
29,194,-969
30,190,-965
24,191,-974
28,193,-974
24,190,-975
26,192,-977
27,190,-970
27,192,-976
25,192,-972
28,190,-975
24,195,-971
29,191,-973
26,194,-971
22,192,-972
28,190,-976
30,193,-971
25,191,-975
23,191,-968
28,190,-973
28,193,-973
30,196,-974
31,192,-975
27,192,-970
27,189,-967
31,194,-975
26,188,-964
23,187,-977
29,192,-970
27,190,-971
26,190,-974
28,192,-970
72,214,-1045
27,192,-971
28,195,-970
29,194,-975
31,184,-970
32,191,-976
24,193,-975
30,191,-975
30,189,-973
26,193,-969
27,195,-976
28,193,-970
28,193,-970
21,191,-971
28,189,-975
28,193,-972
33,194,-971
32,194,-978
28,191,-972
28,192,-972
32,189,-975
29,191,-967
30,189,-974
33,191,-975
27,190,-971
27,193,-975
30,186,-969
30,190,-974
29,187,-973
25,190,-972
28,194,-974
33,192,-977
26,194,-973
32,188,-977
33,191,-982
30,190,-974
29,193,-975
33,194,-974
25,189,-972
31,189,-971
29,190,-967
30,189,-975
28,190,-972
28,191,-973
29,194,-970
-19,146,-976
28,189,-973
28,194,-969
29,193,-976
27,197,-971
31,190,-975
26,195,-982
29,189,-977
26,195,-971
25,192,-977
27,190,-972
28,193,-967
32,189,-972
26,193,-978
25,190,-976
31,194,-966
33,191,-969
33,190,-972
29,191,-974
30,191,-969
22,192,-970
29,193,-973
29,187,-975
29,190,-968
27,191,-970
27,193,-976
28,196,-971
26,188,-972
30,191,-970
30,190,-971
30,191,-976
29,191,-979
26,192,-980
29,189,-972
27,188,-972
28,192,-972
32,195,-976
26,195,-962
26,191,-973
28,190,-978
31,194,-972
26,190,-976
31,191,-982
23,191,-977
26,190,-971
23,189,-973
23,194,-970
28,186,-971
26,187,-974
30,191,-972
30,197,-974
29,189,-970
28,185,-969
32,191,-971
28,187,-972
32,189,-971
29,193,-975
29,192,-971
26,194,-979
32,190,-978
27,191,-973
28,190,-973
28,193,-972
27,191,-967
26,189,-974
29,191,-975
25,186,-970
31,188,-972
28,195,-976
31,190,-972
25,191,-976
30,193,-978
27,194,-976
27,190,-971
30,187,-973
25,192,-977
33,192,-973
26,192,-976
33,192,-974
28,188,-973
31,187,-973
27,190,-971
22,190,-968
27,188,-972
30,185,-975
28,192,-966
25,194,-971
27,191,-973
27,194,-966
33,188,-974
29,188,-972
31,190,-969
29,193,-970
27,192,-966
28,194,-972
28,195,-973
25,194,-974
30,194,-972
32,192,-971
32,192,-970
30,191,-975
32,192,-968
27,193,-975
28,189,-967
29,190,-969
27,195,-970
27,192,-967
26,193,-976
29,188,-974
29,190,-972
25,193,-976
33,196,-979
33,195,-973
31,193,-966
28,191,-976
28,193,-971
28,193,-971
26,194,-965
29,194,-971
34,194,-970
27,194,-970
26,194,-969
23,194,-968
28,195,-973
27,188,-973
24,196,-974
29,192,-977
27,193,-972
28,188,-974
30,192,-970
21,188,-968
25,191,-976
28,186,-975
26,189,-976
30,190,-975
27,195,-968
29,192,-974
31,190,-973
28,191,-973
28,194,-972
27,192,-975
28,191,-971
23,190,-974
24,193,-968
24,191,-970
28,196,-970
27,194,-972
29,191,-976
27,192,-974
21,194,-969
30,188,-973
28,191,-972
26,193,-972
26,190,-973
29,189,-971
25,194,-972
26,194,-973
23,194,-976
30,184,-972
31,195,-973
29,191,-967
26,188,-973
25,186,-971
33,186,-969
29,194,-973
22,193,-969
24,188,-971
27,188,-976
28,193,-974
28,195,-973
22,196,-971
28,190,-971
30,191,-975
31,188,-971
30,198,-976
27,194,-975
22,188,-975
32,190,-978
27,191,-970
27,192,-973
23,188,-975
29,192,-973
24,192,-973
23,187,-975
25,189,-974
29,188,-972
28,187,-970
24,187,-976
21,189,-973
20,191,-977
23,190,-978
23,191,-977
24,193,-973
21,187,-973
24,188,-974
27,192,-974
25,190,-972
25,190,-977
23,191,-967
20,190,-975
28,191,-971
28,192,-974
31,189,-971
27,192,-972
26,190,-967
23,190,-973
22,190,-970
22,192,-975
20,195,-973
21,193,-978
26,185,-973
24,195,-974
25,189,-976
33,190,-975
22,187,-970
24,192,-975
27,191,-969
28,193,-970
25,190,-975
22,193,-976
24,193,-970
24,190,-975
25,191,-973
20,189,-974
28,191,-974
22,189,-972
25,192,-975
25,194,-971
28,187,-978
25,191,-975
21,189,-969
23,191,-979
25,193,-974
28,189,-969
24,189,-976
24,189,-980
23,190,-973
22,188,-974
22,196,-969
23,191,-974
20,191,-976
26,189,-971
28,191,-978
24,188,-969
18,193,-982
25,190,-970
23,189,-971
24,192,-975
26,190,-970
-1,185,-975
-3,184,-977
-2,180,-975
-4,185,-973
-6,185,-968
-5,180,-974
-5,183,-971
-7,184,-975
-2,180,-973
-5,188,-968
-8,183,-972
-4,180,-974
-1,183,-971
-7,181,-983
-4,180,-977
-5,185,-969
-5,182,-975
-2,182,-973
-4,186,-975
-1,181,-974
-5,178,-976
-5,178,-976
-5,180,-973
-5,184,-974
-3,182,-974
-2,181,-975
-7,179,-971
-3,183,-977
-1,183,-972
-5,183,-975
-6,181,-977
0,186,-972
1,183,-979
-6,186,-971
-4,183,-978
-6,189,-974
-2,183,-979
0,183,-970
-3,181,-974
-3,181,-978
-3,188,-976
-5,182,-973
-616,-67,873
-12,-11,1035
-14,-12,1032
-13,-14,1038
-10,-9,1038
-13,-5,1032
-16,-9,1033
-11,-7,1033
-10,-6,1039
-12,-9,1033
-7,-8,1035
-13,-8,1037
-12,-8,1035
-13,-7,1036
-8,-6,1032
-12,-12,1030
-13,-5,1030
-15,-7,1037
-12,-5,1034
-13,-6,1034
-10,-7,1033
-9,-7,1034
-10,-9,1038
-11,-11,1035
-13,-7,1041
-13,-4,1032
-13,-8,1034
-9,-6,1031
-12,-2,1036
-13,-6,1035
-12,-7,1029
-15,-9,1037
-12,-7,1031
-11,-5,1027
-10,-7,1030
-9,-2,1028
-12,-9,1031
-10,-13,1037
-14,-8,1035
-13,-7,1032
-10,-2,1028
-8,-9,1030
-9,-5,1033
-8,-8,1036
-13,-9,1034
-13,-7,1035
-11,-11,1039
-12,-11,1036
-13,-9,1027
-9,-10,1030
-10,-8,1032
-10,-3,1030
-15,-8,1039
-10,-5,1033
-11,-8,1034
-7,-3,1033
-14,-5,1032
-15,-9,1029
-12,-9,1031
-11,-8,1036
-10,-7,1034
-12,-9,1034
-15,-7,1038
-9,-6,1032
-12,-2,1028
-13,-11,1030
-16,-9,1036
-11,-8,1038
-9,-8,1035
-11,-5,1031
-10,-7,1036
-13,-10,1035
-9,-9,1035
-11,-7,1037
-13,-7,1033
-12,-5,1028
-14,-4,1030
-14,-9,1036
-13,-8,1033
-9,-7,1027
-12,-7,1037
-12,-10,1037
-10,-2,1038
-12,-10,1036
-12,-8,1037
-13,-8,1034
-12,-7,1039
-12,-7,1035
-12,-7,1034
-14,-10,1035
-11,-3,1033
-11,-5,1034
-10,-1,1031
-10,-8,1034
-13,-10,1034
-5,-12,1034
-8,-5,1033
-9,-4,1033
-10,-7,1031
-13,-9,1030
-17,-9,1037
-12,-2,1030
-11,-10,1032
-14,-6,1038
-12,-10,1034
-14,-10,1036
-12,-8,1034
-11,-2,1029
-7,-13,1030
-10,-8,1033
-10,-9,1033
-11,-9,1031
-9,-7,1031
-11,-9,1039
-14,-7,1036
-11,-9,1032
-14,-8,1034
-14,-7,1028
-12,-7,1041
-8,-10,1035
-17,-7,1036
-11,-10,1032
-12,-12,1032
-12,0,1037
-9,-9,1038
-15,-6,1029
-16,-8,1032
-13,-5,1029
-11,-7,1032
-14,-3,1035
-14,-6,1035
-13,-10,1031
-15,-5,1032
-14,-2,1037
-16,-4,1034
-15,-7,1031
-9,-4,1030
-12,-4,1028
-10,-7,1033
-12,-6,1037
-9,-5,1034
-12,-5,1037
-12,-11,1030
-16,-6,1038
-8,-7,1030
-13,-10,1030
-14,-9,1035
-13,-9,1034
-8,-4,1034
-15,-8,1040
-7,-4,1036
-12,-10,1028
-11,-8,1033
-14,-6,1035
-14,-3,1034
-13,-7,1029
-12,-6,1035
-12,-6,1033
-10,-8,1029
-11,-6,1033
-13,-6,1039
-14,-8,1037
-12,-9,1035
-12,-3,1039
-10,-11,1036
-9,-8,1032
-12,-6,1032
-9,-10,1034
-10,-8,1036
-11,-9,1030
-14,-8,1041
-13,-9,1030
-15,-8,1037
-12,-5,1038
-12,-7,1033
-16,-8,1030
-13,-10,1031
-14,-7,1034
-9,1,1031
-15,-10,1032
-12,-10,1034
-13,-6,1029
-7,-10,1034
-7,-11,1033
-11,-4,1033
-12,-10,1032
-11,-8,1033
-11,-10,1033
-11,-4,1030
-15,-10,1031
-6,-8,1039
-9,-8,1031
-12,-7,1031
-11,-11,1033
-8,-7,1040
-13,-9,1032
-12,-4,1037
-10,-7,1035
-13,-8,1033
-10,-3,1032
-15,-14,1029
-10,-7,1031
-15,-3,1038
-12,-4,1039
-7,0,1036
-9,-1,1038
-12,-9,1035
-13,-4,1035
-14,-5,1038
-11,-10,1039
-13,-7,1032
-11,-3,1033
-9,-11,1031
-12,-5,1035
-10,-10,1030
-9,-7,1033
-12,-8,1030
-10,-3,1036
-17,-3,1036
-12,-11,1030
-14,-9,1039
-9,-9,1040
-15,-9,1034
-14,-5,1032
-11,-1,1034
-12,-12,1036
-13,-6,1032
-14,-7,1033
-15,-9,1029
-10,-10,1037
-14,-10,1030
-12,-8,1032
-14,-6,1030
-11,-11,1034
-13,-7,1035
-14,-8,1034
-12,-7,1034
-15,-7,1034
-12,-9,1027
-12,-6,1033
-13,-5,1029
-14,-11,1032
-11,-4,1037
-7,-9,1035
-12,-5,1029
-9,-5,1044
-15,-5,1035
-11,-6,1034
-13,-9,1036
-13,-4,1030
-14,-11,1029
-11,-6,1028
-14,-6,1034
-10,-10,1035
-17,-10,1033
-10,-9,1033
-10,-5,1035
-12,-8,1036
-13,-5,1036
-13,-10,1031
-13,-8,1030
-9,-4,1030
-13,-6,1032
-11,-4,1042
-9,-9,1034
-8,-6,1038
-15,-5,1029
-13,-8,1035
-13,-9,1035
-18,-2,1030
-13,-13,1030
